Version.[Version Name],Time.[Day],Sales Domain.[Sold To],Holiday Type L0,Is Holiday L0
CurrentWorkingView,31-Dec-17,6638,New Year's Eve,1
CurrentWorkingView,31-Dec-17,6717,New Year's Eve,1
CurrentWorkingView,31-Dec-17,10140,New Year's Eve,1
CurrentWorkingView,31-Dec-17,11266,New Year's Eve,1
CurrentWorkingView,31-Dec-17,11945,New Year's Eve,1
CurrentWorkingView,31-Dec-17,12357,New Year's Eve,1
CurrentWorkingView,31-Dec-17,12449,New Year's Eve,1
CurrentWorkingView,31-Dec-17,12870,New Year's Eve,1
CurrentWorkingView,31-Dec-17,13065,New Year's Eve,1
CurrentWorkingView,31-Dec-17,13085,New Year's Eve,1
CurrentWorkingView,31-Dec-17,13838,New Year's Eve,1
CurrentWorkingView,31-Dec-17,14202,New Year's Eve,1
CurrentWorkingView,31-Dec-17,14403,New Year's Eve,1
CurrentWorkingView,31-Dec-17,17890,New Year's Eve,1
CurrentWorkingView,31-Dec-17,17997,New Year's Eve,1
CurrentWorkingView,31-Dec-17,20199,New Year's Eve,1
CurrentWorkingView,31-Dec-17,20200,New Year's Eve,1
CurrentWorkingView,31-Dec-17,20313,New Year's Eve,1
CurrentWorkingView,31-Dec-17,20695,New Year's Eve,1
CurrentWorkingView,31-Dec-17,22179,New Year's Eve,1
CurrentWorkingView,31-Dec-17,22889,New Year's Eve,1
CurrentWorkingView,31-Dec-17,23475,New Year's Eve,1
CurrentWorkingView,31-Dec-17,23894,New Year's Eve,1
CurrentWorkingView,31-Dec-17,24037,New Year's Eve,1
CurrentWorkingView,31-Dec-17,26777,New Year's Eve,1
CurrentWorkingView,31-Dec-17,27008,New Year's Eve,1
CurrentWorkingView,31-Dec-17,27503,New Year's Eve,1
CurrentWorkingView,31-Dec-17,28072,New Year's Eve,1
CurrentWorkingView,31-Dec-17,31591,New Year's Eve,1
CurrentWorkingView,31-Dec-17,32035,New Year's Eve,1
CurrentWorkingView,31-Dec-17,32819,New Year's Eve,1
CurrentWorkingView,31-Dec-17,34272,New Year's Eve,1
CurrentWorkingView,31-Dec-17,34290,New Year's Eve,1
CurrentWorkingView,31-Dec-17,34803,New Year's Eve,1
CurrentWorkingView,31-Dec-17,36470,New Year's Eve,1
CurrentWorkingView,31-Dec-17,36566,New Year's Eve,1
CurrentWorkingView,31-Dec-17,37265,New Year's Eve,1
CurrentWorkingView,31-Dec-17,38983,New Year's Eve,1
CurrentWorkingView,31-Dec-17,39401,New Year's Eve,1
CurrentWorkingView,01-Jan-18,86,New Year's Day,1
CurrentWorkingView,01-Jan-18,706,New Year's Day,1
CurrentWorkingView,01-Jan-18,888,New Year's Day,1
CurrentWorkingView,01-Jan-18,1443,New Year's Day,1
CurrentWorkingView,01-Jan-18,2498,New Year's Day,1
CurrentWorkingView,01-Jan-18,3274,New Year's Day,1
CurrentWorkingView,01-Jan-18,3366,New Year's Day,1
CurrentWorkingView,01-Jan-18,5293,New Year's Day,1
CurrentWorkingView,01-Jan-18,5318,New Year's Day,1
CurrentWorkingView,01-Jan-18,5895,New Year's Day,1
CurrentWorkingView,01-Jan-18,6199,New Year's Day,1
CurrentWorkingView,01-Jan-18,6638,New Year's Day,1
CurrentWorkingView,01-Jan-18,6717,New Year's Day,1
CurrentWorkingView,01-Jan-18,10140,New Year's Day,1
CurrentWorkingView,01-Jan-18,11266,New Year's Day,1
CurrentWorkingView,01-Jan-18,11945,New Year's Day,1
CurrentWorkingView,01-Jan-18,12357,New Year's Day,1
CurrentWorkingView,01-Jan-18,12449,New Year's Day,1
CurrentWorkingView,01-Jan-18,12870,New Year's Day,1
CurrentWorkingView,01-Jan-18,13065,New Year's Day,1
CurrentWorkingView,01-Jan-18,13085,New Year's Day,1
CurrentWorkingView,01-Jan-18,13838,New Year's Day,1
CurrentWorkingView,01-Jan-18,14202,New Year's Day,1
CurrentWorkingView,01-Jan-18,14403,New Year's Day,1
CurrentWorkingView,01-Jan-18,17890,New Year's Day,1
CurrentWorkingView,01-Jan-18,17997,New Year's Day,1
CurrentWorkingView,01-Jan-18,20199,New Year's Day,1
CurrentWorkingView,01-Jan-18,20200,New Year's Day,1
CurrentWorkingView,01-Jan-18,20313,New Year's Day,1
CurrentWorkingView,01-Jan-18,20695,New Year's Day,1
CurrentWorkingView,01-Jan-18,22179,New Year's Day,1
CurrentWorkingView,01-Jan-18,22889,New Year's Day,1
CurrentWorkingView,01-Jan-18,23475,New Year's Day,1
CurrentWorkingView,01-Jan-18,23894,New Year's Day,1
CurrentWorkingView,01-Jan-18,24037,New Year's Day,1
CurrentWorkingView,01-Jan-18,26777,New Year's Day,1
CurrentWorkingView,01-Jan-18,27008,New Year's Day,1
CurrentWorkingView,01-Jan-18,27503,New Year's Day,1
CurrentWorkingView,01-Jan-18,28072,New Year's Day,1
CurrentWorkingView,01-Jan-18,31591,New Year's Day,1
CurrentWorkingView,01-Jan-18,32035,New Year's Day,1
CurrentWorkingView,01-Jan-18,32819,New Year's Day,1
CurrentWorkingView,01-Jan-18,34272,New Year's Day,1
CurrentWorkingView,01-Jan-18,34290,New Year's Day,1
CurrentWorkingView,01-Jan-18,34803,New Year's Day,1
CurrentWorkingView,01-Jan-18,36470,New Year's Day,1
CurrentWorkingView,01-Jan-18,36566,New Year's Day,1
CurrentWorkingView,01-Jan-18,37265,New Year's Day,1
CurrentWorkingView,01-Jan-18,38983,New Year's Day,1
CurrentWorkingView,01-Jan-18,39401,New Year's Day,1
CurrentWorkingView,15-Jan-18,86,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,706,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,888,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,1443,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,2498,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,3274,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,3366,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,5293,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,5318,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,5895,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,6199,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,6638,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,6717,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,10140,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,11266,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,11945,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,12357,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,12449,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,12870,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,13065,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,13085,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,13838,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,14202,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,14403,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,17890,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,17997,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,20199,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,20200,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,20313,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,20695,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,22179,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,22889,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,23475,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,23894,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,24037,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,26777,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,27008,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,27503,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,28072,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,31591,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,32035,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,32819,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,34272,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,34290,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,34803,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,36470,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,36566,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,37265,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,38983,Martin Luther King Jr. Day,1
CurrentWorkingView,15-Jan-18,39401,Martin Luther King Jr. Day,1
CurrentWorkingView,19-Feb-18,86,President's Day,1
CurrentWorkingView,19-Feb-18,706,President's Day,1
CurrentWorkingView,19-Feb-18,888,President's Day,1
CurrentWorkingView,19-Feb-18,1443,President's Day,1
CurrentWorkingView,19-Feb-18,2498,President's Day,1
CurrentWorkingView,19-Feb-18,3274,President's Day,1
CurrentWorkingView,19-Feb-18,3366,President's Day,1
CurrentWorkingView,19-Feb-18,5293,President's Day,1
CurrentWorkingView,19-Feb-18,5318,President's Day,1
CurrentWorkingView,19-Feb-18,5895,President's Day,1
CurrentWorkingView,19-Feb-18,6199,President's Day,1
CurrentWorkingView,19-Feb-18,6638,President's Day,1
CurrentWorkingView,19-Feb-18,6717,President's Day,1
CurrentWorkingView,19-Feb-18,10140,President's Day,1
CurrentWorkingView,19-Feb-18,11266,President's Day,1
CurrentWorkingView,19-Feb-18,11945,President's Day,1
CurrentWorkingView,19-Feb-18,12357,President's Day,1
CurrentWorkingView,19-Feb-18,12449,President's Day,1
CurrentWorkingView,19-Feb-18,12870,President's Day,1
CurrentWorkingView,19-Feb-18,13065,President's Day,1
CurrentWorkingView,19-Feb-18,13085,President's Day,1
CurrentWorkingView,19-Feb-18,13838,President's Day,1
CurrentWorkingView,19-Feb-18,14202,President's Day,1
CurrentWorkingView,19-Feb-18,14403,President's Day,1
CurrentWorkingView,19-Feb-18,17890,President's Day,1
CurrentWorkingView,19-Feb-18,17997,President's Day,1
CurrentWorkingView,19-Feb-18,20199,President's Day,1
CurrentWorkingView,19-Feb-18,20200,President's Day,1
CurrentWorkingView,19-Feb-18,20313,President's Day,1
CurrentWorkingView,19-Feb-18,20695,President's Day,1
CurrentWorkingView,19-Feb-18,22179,President's Day,1
CurrentWorkingView,19-Feb-18,22889,President's Day,1
CurrentWorkingView,19-Feb-18,23475,President's Day,1
CurrentWorkingView,19-Feb-18,23894,President's Day,1
CurrentWorkingView,19-Feb-18,24037,President's Day,1
CurrentWorkingView,19-Feb-18,26777,President's Day,1
CurrentWorkingView,19-Feb-18,27008,President's Day,1
CurrentWorkingView,19-Feb-18,27503,President's Day,1
CurrentWorkingView,19-Feb-18,28072,President's Day,1
CurrentWorkingView,19-Feb-18,31591,President's Day,1
CurrentWorkingView,19-Feb-18,32035,President's Day,1
CurrentWorkingView,19-Feb-18,32819,President's Day,1
CurrentWorkingView,19-Feb-18,34272,President's Day,1
CurrentWorkingView,19-Feb-18,34290,President's Day,1
CurrentWorkingView,19-Feb-18,34803,President's Day,1
CurrentWorkingView,19-Feb-18,36470,President's Day,1
CurrentWorkingView,19-Feb-18,36566,President's Day,1
CurrentWorkingView,19-Feb-18,37265,President's Day,1
CurrentWorkingView,19-Feb-18,38983,President's Day,1
CurrentWorkingView,19-Feb-18,39401,President's Day,1
CurrentWorkingView,28-May-18,86,Memorial Day,1
CurrentWorkingView,28-May-18,706,Memorial Day,1
CurrentWorkingView,28-May-18,888,Memorial Day,1
CurrentWorkingView,28-May-18,1443,Memorial Day,1
CurrentWorkingView,28-May-18,2498,Memorial Day,1
CurrentWorkingView,28-May-18,3274,Memorial Day,1
CurrentWorkingView,28-May-18,3366,Memorial Day,1
CurrentWorkingView,28-May-18,5293,Memorial Day,1
CurrentWorkingView,28-May-18,5318,Memorial Day,1
CurrentWorkingView,28-May-18,5895,Memorial Day,1
CurrentWorkingView,28-May-18,6199,Memorial Day,1
CurrentWorkingView,28-May-18,6638,Memorial Day,1
CurrentWorkingView,28-May-18,6717,Memorial Day,1
CurrentWorkingView,28-May-18,10140,Memorial Day,1
CurrentWorkingView,28-May-18,11266,Memorial Day,1
CurrentWorkingView,28-May-18,11945,Memorial Day,1
CurrentWorkingView,28-May-18,12357,Memorial Day,1
CurrentWorkingView,28-May-18,12449,Memorial Day,1
CurrentWorkingView,28-May-18,12870,Memorial Day,1
CurrentWorkingView,28-May-18,13065,Memorial Day,1
CurrentWorkingView,28-May-18,13085,Memorial Day,1
CurrentWorkingView,28-May-18,13838,Memorial Day,1
CurrentWorkingView,28-May-18,14202,Memorial Day,1
CurrentWorkingView,28-May-18,14403,Memorial Day,1
CurrentWorkingView,28-May-18,17890,Memorial Day,1
CurrentWorkingView,28-May-18,17997,Memorial Day,1
CurrentWorkingView,28-May-18,20199,Memorial Day,1
CurrentWorkingView,28-May-18,20200,Memorial Day,1
CurrentWorkingView,28-May-18,20313,Memorial Day,1
CurrentWorkingView,28-May-18,20695,Memorial Day,1
CurrentWorkingView,28-May-18,22179,Memorial Day,1
CurrentWorkingView,28-May-18,22889,Memorial Day,1
CurrentWorkingView,28-May-18,23475,Memorial Day,1
CurrentWorkingView,28-May-18,23894,Memorial Day,1
CurrentWorkingView,28-May-18,24037,Memorial Day,1
CurrentWorkingView,28-May-18,26777,Memorial Day,1
CurrentWorkingView,28-May-18,27008,Memorial Day,1
CurrentWorkingView,28-May-18,27503,Memorial Day,1
CurrentWorkingView,28-May-18,28072,Memorial Day,1
CurrentWorkingView,28-May-18,31591,Memorial Day,1
CurrentWorkingView,28-May-18,32035,Memorial Day,1
CurrentWorkingView,28-May-18,32819,Memorial Day,1
CurrentWorkingView,28-May-18,34272,Memorial Day,1
CurrentWorkingView,28-May-18,34290,Memorial Day,1
CurrentWorkingView,28-May-18,34803,Memorial Day,1
CurrentWorkingView,28-May-18,36470,Memorial Day,1
CurrentWorkingView,28-May-18,36566,Memorial Day,1
CurrentWorkingView,28-May-18,37265,Memorial Day,1
CurrentWorkingView,28-May-18,38983,Memorial Day,1
CurrentWorkingView,28-May-18,39401,Memorial Day,1
CurrentWorkingView,04-Jul-18,86,Independence Day,1
CurrentWorkingView,04-Jul-18,706,Independence Day,1
CurrentWorkingView,04-Jul-18,888,Independence Day,1
CurrentWorkingView,04-Jul-18,1443,Independence Day,1
CurrentWorkingView,04-Jul-18,2498,Independence Day,1
CurrentWorkingView,04-Jul-18,3274,Independence Day,1
CurrentWorkingView,04-Jul-18,3366,Independence Day,1
CurrentWorkingView,04-Jul-18,5293,Independence Day,1
CurrentWorkingView,04-Jul-18,5318,Independence Day,1
CurrentWorkingView,04-Jul-18,5895,Independence Day,1
CurrentWorkingView,04-Jul-18,6199,Independence Day,1
CurrentWorkingView,04-Jul-18,6638,Independence Day,1
CurrentWorkingView,04-Jul-18,6717,Independence Day,1
CurrentWorkingView,04-Jul-18,10140,Independence Day,1
CurrentWorkingView,04-Jul-18,11266,Independence Day,1
CurrentWorkingView,04-Jul-18,11945,Independence Day,1
CurrentWorkingView,04-Jul-18,12357,Independence Day,1
CurrentWorkingView,04-Jul-18,12449,Independence Day,1
CurrentWorkingView,04-Jul-18,12870,Independence Day,1
CurrentWorkingView,04-Jul-18,13065,Independence Day,1
CurrentWorkingView,04-Jul-18,13085,Independence Day,1
CurrentWorkingView,04-Jul-18,13838,Independence Day,1
CurrentWorkingView,04-Jul-18,14202,Independence Day,1
CurrentWorkingView,04-Jul-18,14403,Independence Day,1
CurrentWorkingView,04-Jul-18,17890,Independence Day,1
CurrentWorkingView,04-Jul-18,17997,Independence Day,1
CurrentWorkingView,04-Jul-18,20199,Independence Day,1
CurrentWorkingView,04-Jul-18,20200,Independence Day,1
CurrentWorkingView,04-Jul-18,20313,Independence Day,1
CurrentWorkingView,04-Jul-18,20695,Independence Day,1
CurrentWorkingView,04-Jul-18,22179,Independence Day,1
CurrentWorkingView,04-Jul-18,22889,Independence Day,1
CurrentWorkingView,04-Jul-18,23475,Independence Day,1
CurrentWorkingView,04-Jul-18,23894,Independence Day,1
CurrentWorkingView,04-Jul-18,24037,Independence Day,1
CurrentWorkingView,04-Jul-18,26777,Independence Day,1
CurrentWorkingView,04-Jul-18,27008,Independence Day,1
CurrentWorkingView,04-Jul-18,27503,Independence Day,1
CurrentWorkingView,04-Jul-18,28072,Independence Day,1
CurrentWorkingView,04-Jul-18,31591,Independence Day,1
CurrentWorkingView,04-Jul-18,32035,Independence Day,1
CurrentWorkingView,04-Jul-18,32819,Independence Day,1
CurrentWorkingView,04-Jul-18,34272,Independence Day,1
CurrentWorkingView,04-Jul-18,34290,Independence Day,1
CurrentWorkingView,04-Jul-18,34803,Independence Day,1
CurrentWorkingView,04-Jul-18,36470,Independence Day,1
CurrentWorkingView,04-Jul-18,36566,Independence Day,1
CurrentWorkingView,04-Jul-18,37265,Independence Day,1
CurrentWorkingView,04-Jul-18,38983,Independence Day,1
CurrentWorkingView,04-Jul-18,39401,Independence Day,1
CurrentWorkingView,03-Sep-18,86,Labor Day,1
CurrentWorkingView,03-Sep-18,706,Labor Day,1
CurrentWorkingView,03-Sep-18,888,Labor Day,1
CurrentWorkingView,03-Sep-18,1443,Labor Day,1
CurrentWorkingView,03-Sep-18,2498,Labor Day,1
CurrentWorkingView,03-Sep-18,3274,Labor Day,1
CurrentWorkingView,03-Sep-18,3366,Labor Day,1
CurrentWorkingView,03-Sep-18,5293,Labor Day,1
CurrentWorkingView,03-Sep-18,5318,Labor Day,1
CurrentWorkingView,03-Sep-18,5895,Labor Day,1
CurrentWorkingView,03-Sep-18,6199,Labor Day,1
CurrentWorkingView,03-Sep-18,6638,Labor Day,1
CurrentWorkingView,03-Sep-18,6717,Labor Day,1
CurrentWorkingView,03-Sep-18,10140,Labor Day,1
CurrentWorkingView,03-Sep-18,11266,Labor Day,1
CurrentWorkingView,03-Sep-18,11945,Labor Day,1
CurrentWorkingView,03-Sep-18,12357,Labor Day,1
CurrentWorkingView,03-Sep-18,12449,Labor Day,1
CurrentWorkingView,03-Sep-18,12870,Labor Day,1
CurrentWorkingView,03-Sep-18,13065,Labor Day,1
CurrentWorkingView,03-Sep-18,13085,Labor Day,1
CurrentWorkingView,03-Sep-18,13838,Labor Day,1
CurrentWorkingView,03-Sep-18,14202,Labor Day,1
CurrentWorkingView,03-Sep-18,14403,Labor Day,1
CurrentWorkingView,03-Sep-18,17890,Labor Day,1
CurrentWorkingView,03-Sep-18,17997,Labor Day,1
CurrentWorkingView,03-Sep-18,20199,Labor Day,1
CurrentWorkingView,03-Sep-18,20200,Labor Day,1
CurrentWorkingView,03-Sep-18,20313,Labor Day,1
CurrentWorkingView,03-Sep-18,20695,Labor Day,1
CurrentWorkingView,03-Sep-18,22179,Labor Day,1
CurrentWorkingView,03-Sep-18,22889,Labor Day,1
CurrentWorkingView,03-Sep-18,23475,Labor Day,1
CurrentWorkingView,03-Sep-18,23894,Labor Day,1
CurrentWorkingView,03-Sep-18,24037,Labor Day,1
CurrentWorkingView,03-Sep-18,26777,Labor Day,1
CurrentWorkingView,03-Sep-18,27008,Labor Day,1
CurrentWorkingView,03-Sep-18,27503,Labor Day,1
CurrentWorkingView,03-Sep-18,28072,Labor Day,1
CurrentWorkingView,03-Sep-18,31591,Labor Day,1
CurrentWorkingView,03-Sep-18,32035,Labor Day,1
CurrentWorkingView,03-Sep-18,32819,Labor Day,1
CurrentWorkingView,03-Sep-18,34272,Labor Day,1
CurrentWorkingView,03-Sep-18,34290,Labor Day,1
CurrentWorkingView,03-Sep-18,34803,Labor Day,1
CurrentWorkingView,03-Sep-18,36470,Labor Day,1
CurrentWorkingView,03-Sep-18,36566,Labor Day,1
CurrentWorkingView,03-Sep-18,37265,Labor Day,1
CurrentWorkingView,03-Sep-18,38983,Labor Day,1
CurrentWorkingView,03-Sep-18,39401,Labor Day,1
CurrentWorkingView,11-Nov-18,86,Veterans Day,1
CurrentWorkingView,11-Nov-18,706,Veterans Day,1
CurrentWorkingView,11-Nov-18,888,Veterans Day,1
CurrentWorkingView,11-Nov-18,1443,Veterans Day,1
CurrentWorkingView,11-Nov-18,2498,Veterans Day,1
CurrentWorkingView,11-Nov-18,3274,Veterans Day,1
CurrentWorkingView,11-Nov-18,3366,Veterans Day,1
CurrentWorkingView,11-Nov-18,5293,Veterans Day,1
CurrentWorkingView,11-Nov-18,5318,Veterans Day,1
CurrentWorkingView,11-Nov-18,5895,Veterans Day,1
CurrentWorkingView,11-Nov-18,6199,Veterans Day,1
CurrentWorkingView,11-Nov-18,6638,Veterans Day,1
CurrentWorkingView,11-Nov-18,6717,Veterans Day,1
CurrentWorkingView,11-Nov-18,10140,Veterans Day,1
CurrentWorkingView,11-Nov-18,11266,Veterans Day,1
CurrentWorkingView,11-Nov-18,11945,Veterans Day,1
CurrentWorkingView,11-Nov-18,12357,Veterans Day,1
CurrentWorkingView,11-Nov-18,12449,Veterans Day,1
CurrentWorkingView,11-Nov-18,12870,Veterans Day,1
CurrentWorkingView,11-Nov-18,13065,Veterans Day,1
CurrentWorkingView,11-Nov-18,13085,Veterans Day,1
CurrentWorkingView,11-Nov-18,13838,Veterans Day,1
CurrentWorkingView,11-Nov-18,14202,Veterans Day,1
CurrentWorkingView,11-Nov-18,14403,Veterans Day,1
CurrentWorkingView,11-Nov-18,17890,Veterans Day,1
CurrentWorkingView,11-Nov-18,17997,Veterans Day,1
CurrentWorkingView,11-Nov-18,20199,Veterans Day,1
CurrentWorkingView,11-Nov-18,20200,Veterans Day,1
CurrentWorkingView,11-Nov-18,20313,Veterans Day,1
CurrentWorkingView,11-Nov-18,20695,Veterans Day,1
CurrentWorkingView,11-Nov-18,22179,Veterans Day,1
CurrentWorkingView,11-Nov-18,22889,Veterans Day,1
CurrentWorkingView,11-Nov-18,23475,Veterans Day,1
CurrentWorkingView,11-Nov-18,23894,Veterans Day,1
CurrentWorkingView,11-Nov-18,24037,Veterans Day,1
CurrentWorkingView,11-Nov-18,26777,Veterans Day,1
CurrentWorkingView,11-Nov-18,27008,Veterans Day,1
CurrentWorkingView,11-Nov-18,27503,Veterans Day,1
CurrentWorkingView,11-Nov-18,28072,Veterans Day,1
CurrentWorkingView,11-Nov-18,31591,Veterans Day,1
CurrentWorkingView,11-Nov-18,32035,Veterans Day,1
CurrentWorkingView,11-Nov-18,32819,Veterans Day,1
CurrentWorkingView,11-Nov-18,34272,Veterans Day,1
CurrentWorkingView,11-Nov-18,34290,Veterans Day,1
CurrentWorkingView,11-Nov-18,34803,Veterans Day,1
CurrentWorkingView,11-Nov-18,36470,Veterans Day,1
CurrentWorkingView,11-Nov-18,36566,Veterans Day,1
CurrentWorkingView,11-Nov-18,37265,Veterans Day,1
CurrentWorkingView,11-Nov-18,38983,Veterans Day,1
CurrentWorkingView,11-Nov-18,39401,Veterans Day,1
CurrentWorkingView,12-Nov-18,86,Veterans Day,1
CurrentWorkingView,12-Nov-18,706,Veterans Day,1
CurrentWorkingView,12-Nov-18,888,Veterans Day,1
CurrentWorkingView,12-Nov-18,1443,Veterans Day,1
CurrentWorkingView,12-Nov-18,2498,Veterans Day,1
CurrentWorkingView,12-Nov-18,3274,Veterans Day,1
CurrentWorkingView,12-Nov-18,3366,Veterans Day,1
CurrentWorkingView,12-Nov-18,5293,Veterans Day,1
CurrentWorkingView,12-Nov-18,5318,Veterans Day,1
CurrentWorkingView,12-Nov-18,5895,Veterans Day,1
CurrentWorkingView,12-Nov-18,6199,Veterans Day,1
CurrentWorkingView,12-Nov-18,6638,Veterans Day,1
CurrentWorkingView,12-Nov-18,6717,Veterans Day,1
CurrentWorkingView,12-Nov-18,10140,Veterans Day,1
CurrentWorkingView,12-Nov-18,11266,Veterans Day,1
CurrentWorkingView,12-Nov-18,11945,Veterans Day,1
CurrentWorkingView,12-Nov-18,12357,Veterans Day,1
CurrentWorkingView,12-Nov-18,12449,Veterans Day,1
CurrentWorkingView,12-Nov-18,12870,Veterans Day,1
CurrentWorkingView,12-Nov-18,13065,Veterans Day,1
CurrentWorkingView,12-Nov-18,13085,Veterans Day,1
CurrentWorkingView,12-Nov-18,13838,Veterans Day,1
CurrentWorkingView,12-Nov-18,14202,Veterans Day,1
CurrentWorkingView,12-Nov-18,14403,Veterans Day,1
CurrentWorkingView,12-Nov-18,17890,Veterans Day,1
CurrentWorkingView,12-Nov-18,17997,Veterans Day,1
CurrentWorkingView,12-Nov-18,20199,Veterans Day,1
CurrentWorkingView,12-Nov-18,20200,Veterans Day,1
CurrentWorkingView,12-Nov-18,20313,Veterans Day,1
CurrentWorkingView,12-Nov-18,20695,Veterans Day,1
CurrentWorkingView,12-Nov-18,22179,Veterans Day,1
CurrentWorkingView,12-Nov-18,22889,Veterans Day,1
CurrentWorkingView,12-Nov-18,23475,Veterans Day,1
CurrentWorkingView,12-Nov-18,23894,Veterans Day,1
CurrentWorkingView,12-Nov-18,24037,Veterans Day,1
CurrentWorkingView,12-Nov-18,26777,Veterans Day,1
CurrentWorkingView,12-Nov-18,27008,Veterans Day,1
CurrentWorkingView,12-Nov-18,27503,Veterans Day,1
CurrentWorkingView,12-Nov-18,28072,Veterans Day,1
CurrentWorkingView,12-Nov-18,31591,Veterans Day,1
CurrentWorkingView,12-Nov-18,32035,Veterans Day,1
CurrentWorkingView,12-Nov-18,32819,Veterans Day,1
CurrentWorkingView,12-Nov-18,34272,Veterans Day,1
CurrentWorkingView,12-Nov-18,34290,Veterans Day,1
CurrentWorkingView,12-Nov-18,34803,Veterans Day,1
CurrentWorkingView,12-Nov-18,36470,Veterans Day,1
CurrentWorkingView,12-Nov-18,36566,Veterans Day,1
CurrentWorkingView,12-Nov-18,37265,Veterans Day,1
CurrentWorkingView,12-Nov-18,38983,Veterans Day,1
CurrentWorkingView,12-Nov-18,39401,Veterans Day,1
CurrentWorkingView,22-Nov-18,86,Thanksgiving,1
CurrentWorkingView,22-Nov-18,706,Thanksgiving,1
CurrentWorkingView,22-Nov-18,888,Thanksgiving,1
CurrentWorkingView,22-Nov-18,1443,Thanksgiving,1
CurrentWorkingView,22-Nov-18,2498,Thanksgiving,1
CurrentWorkingView,22-Nov-18,3274,Thanksgiving,1
CurrentWorkingView,22-Nov-18,3366,Thanksgiving,1
CurrentWorkingView,22-Nov-18,5293,Thanksgiving,1
CurrentWorkingView,22-Nov-18,5318,Thanksgiving,1
CurrentWorkingView,22-Nov-18,5895,Thanksgiving,1
CurrentWorkingView,22-Nov-18,6199,Thanksgiving,1
CurrentWorkingView,22-Nov-18,6638,Thanksgiving,1
CurrentWorkingView,22-Nov-18,6717,Thanksgiving,1
CurrentWorkingView,22-Nov-18,10140,Thanksgiving,1
CurrentWorkingView,22-Nov-18,11266,Thanksgiving,1
CurrentWorkingView,22-Nov-18,11945,Thanksgiving,1
CurrentWorkingView,22-Nov-18,12357,Thanksgiving,1
CurrentWorkingView,22-Nov-18,12449,Thanksgiving,1
CurrentWorkingView,22-Nov-18,12870,Thanksgiving,1
CurrentWorkingView,22-Nov-18,13065,Thanksgiving,1
CurrentWorkingView,22-Nov-18,13085,Thanksgiving,1
CurrentWorkingView,22-Nov-18,13838,Thanksgiving,1
CurrentWorkingView,22-Nov-18,14202,Thanksgiving,1
